kontrola,gnojivo
4.30062016099691,18.6977246152237
8.30644108355045,10.1991405466106
5.2718153744936,7.546773935901
9.06413923203945,11.2629693506751
9.52373827435076,19.408547438914
2.36445199511945,18.5640111088287
6.22484390437603,16.0064442800358
9.13935235515237,15.3265885789879
6.41148011572659,19.925507096108
5.65291788242757,15.5241753885057
9.65466676279902,16.2108960861806
5.62667324952781,14.0728583212476
7.42056508362293,14.7238462658133
6.58106721565127,10.759076584829
2.82339746132493,8.91247741505504
